product_name,Price,Description,Category,StockQuantity,Brand,Rating,Warehouse
Scarves,2270.51,Story this section particular.,clothing,41.0,T.J. Maxx,3.7,Switzerland
Activewear,2901.26,Analysis behavior campaign culture sport ahead.,clothing,18.0,H&M,2.1,Mexico
Joggers,1257.5,Write strategy hit probably figure.,clothing,82.0,Uniqlo,4.0,Germany
Casual wear,675.02,Owner heart color building bill image itself.,clothing,47.0,Boohoo,3.9,Ukraine
Blouses,4371.14,Development task federal democratic authority half result.,clothing,50.0,Uniqlo,2.9,South Korea
Tank tops,2696.58,However hot really responsibility draw as.,clothing,43.0,Madewell,4.4,Singapore
Suits,2226.52,Step finish partner must.,clothing,28.0,Prada,4.0,Greece
Formal wear,730.22,Others medical section.,clothing,86.0,Anthropologie,2.8,South Africa
Jeans,1805.67,Send thank together anyone board understand rule.,clothing,88.0,Versace,4.2,Italy
Hats,2384.36,Push example fill yeah responsibility after need.,clothing,74.0,Boohoo,2.4,Saudi Arabia
Socks,4395.65,Politics someone such wait report.,clothing,88.0,ASOS,2.2,South Korea
Sweaters,226.72,Game hand dark husband family maybe how professional.,clothing,1.0,Balenciaga,4.9,Philippines
Sweaters,396.2,Open word should easy now.,clothing,51.0,Bandier,2.6,Belgium
Jumpsuits,3368.72,Behavior doctor information commercial.,clothing,56.0,Puma,2.0,South Africa
Gloves,2376.04,Player evening tax draw you.,clothing,7.0,Net-a-Porter,4.3,Norway
Tank tops,409.79,Town meet would eat until run.,clothing,39.0,Forever 21,4.5,Colombia
Blazers,923.11,Case by toward us difference program could.,clothing,68.0,Uniqlo,4.4,Canada
Coats,1030.39,Hour ball manage major development leave rate who.,clothing,32.0,Puma,4.8,Greece
T-shirts,2099.02,West time add technology certain direction suffer.,clothing,39.0,Tommy Hilfiger,4.3,Israel
Casual wear,4868.71,Ability group Republican magazine science series.,clothing,37.0,Saks Fifth Avenue,2.3,Philippines
Hoodies,407.08,Similar senior or no minute realize.,clothing,37.0,Anthropologie,1.9,Chile
Tank tops,1982.29,Current leader point true three brother involve under.,clothing,94.0,Puma,4.4,Australia
Blazers,3858.11,Conference ready add visit.,clothing,97.0,Madewell,2.9,Hungary
Skirts,1412.71,Represent he list radio though magazine human.,clothing,90.0,Shopbop,1.4,Russia
Skirts,392.3,Data avoid building few significant office ball.,clothing,10.0,J.Crew,2.4,France
Shorts,1578.86,Month there community guy for large provide.,clothing,34.0,Madewell,4.7,Austria
Jeans,3445.23,Onto image course.,clothing,13.0,Nordstrom,2.9,New Zealand
Rompers,1989.21,Candidate we sea tonight together.,clothing,26.0,Bandier,4.2,Malaysia
Skirts,1442.64,Question area us ground ok.,clothing,95.0,Gucci,4.5,Israel
Blouses,752.97,Series indeed identify remember yet protect travel.,clothing,21.0,MatchesFashion,2.6,Sweden
Leggings,3427.67,Door certainly western western work mean.,clothing,41.0,COS,2.1,Ukraine
Cardigans,1905.78,Environmental place will nation.,clothing,19.0,ASOS,4.9,Malaysia
Leggings,3287.27,Institution what at decision.,clothing,47.0,Nordstrom,4.9,South Africa
Jumpsuits,1856.6,Husband value first.,clothing,3.0,T.J. Maxx,3.7,Ukraine
Scarves,2699.29,Nor boy each place.,clothing,9.0,Boohoo,4.4,Vietnam
Gloves,3655.61,Staff hospital situation establish old poor.,clothing,30.0,Puma,2.3,Romania
Coats,2451.25,Add choose have appear growth.,clothing,52.0,Revolve,4.8,China
Rompers,4639.94,Support herself these possible prepare.,clothing,44.0,H&M,2.3,Indonesia
Jackets,4022.65,Feel lay late career measure.,clothing,52.0,Anthropologie,2.0,Chile
Socks,3305.14,Realize skill low industry dream drop she.,clothing,44.0,Tommy Hilfiger,2.2,Belgium
Nightwear,2904.51,Fine character recent his car wear low inside.,clothing,6.0,Burberry,3.6,Argentina
Jeans,4043.45,Administration whether mind century exist offer.,clothing,38.0,Urban Outfitters,4.6,Hungary
Blouses,1745.63,Mission nice report instead church wide sister.,clothing,73.0,J.Crew,2.3,Indonesia
Socks,3727.69,Buy modern hope new.,clothing,34.0,SSENSE,4.0,China
Blouses,3762.58,Occur evening letter.,clothing,36.0,Revolve,4.1,India
Hoodies,669.45,Include claim rest something born.,clothing,94.0,SSENSE,4.8,Germany
Formal wear,4475.45,Edge pull line whom mean later.,clothing,37.0,Prada,4.4,United States
Jackets,1269.4,Military direction whose admit such.,clothing,76.0,H&M,4.2,Czech Republic
Swimwear,1974.75,Whole approach ability paper.,clothing,72.0,Mango,1.4,Canada
Polo shirts,2534.2,Get road growth goal off.,clothing,91.0,Reformation,2.1,Vietnam
Nightwear,361.3,Police present somebody should fish score.,clothing,24.0,Saint Laurent,3.8,Qatar
Leggings,4298.21,Condition nor suffer he successful word.,clothing,52.0,Burberry,3.6,South Korea
Socks,2252.04,Religious perhaps for set Republican economic difference recent.,clothing,42.0,Versace,3.3,Ireland
Loungewear,158.18,Cell professional common always begin career no.,clothing,84.0,Prada,3.3,Netherlands
Coats,1317.73,Give stuff rest way.,clothing,49.0,Gucci,1.4,Russia
Hoodies,2985.89,She response opportunity call write.,clothing,40.0,Nordstrom,1.4,Chile
Polo shirts,2030.48,Husband speak season management each themselves.,clothing,33.0,Anthropologie,3.4,Chile
Jeans,4315.55,Civil set opportunity population one position.,clothing,48.0,Net-a-Porter,4.4,Australia
Scarves,3948.05,Baby reach base lead sea party national.,clothing,39.0,Nike,4.3,Hungary
Blouses,2745.73,According car nor.,clothing,83.0,Saks Fifth Avenue,4.2,Kuwait
Polo shirts,2219.54,International base heart gun.,clothing,89.0,T.J. Maxx,2.2,United Arab Emirates
Rompers,2298.76,Item lot himself try sport.,clothing,87.0,Nike,3.2,New Zealand
Jumpsuits,1821.77,Able million my skill.,clothing,12.0,Topshop,2.2,Switzerland
Polo shirts,1898.63,Whole particularly democratic decision never international.,clothing,8.0,Boohoo,2.4,Qatar
Sweaters,4519.27,Collection fire space reflect onto.,clothing,6.0,Net-a-Porter,1.0,Japan
Tank tops,1212.54,Foreign city paper another whom challenge.,clothing,50.0,Shein,2.5,Indonesia
Swimwear,287.64,Language thing health charge build chair.,clothing,73.0,Gucci,1.5,Singapore
Jackets,4236.2,Among arm decision rich.,clothing,60.0,Reformation,4.2,Netherlands
Loungewear,4837.3,After throughout college.,clothing,98.0,Revolve,4.1,Colombia
Leggings,3939.34,Them statement whom everybody medical to.,clothing,54.0,Net-a-Porter,4.4,Vietnam
Desert Boots,1429.77,Point him visit light.,footwear,50.0,Stuart Weitzman,3.9,United Kingdom
Chelsea Boots,1349.26,Level clearly particularly keep indicate finally explain.,footwear,94.0,Gucci,4.2,Ukraine
Cowboy Boots,2823.04,Pull mention to word.,footwear,45.0,Vans,2.8,United Arab Emirates
Kitten Heels,1091.92,Cut discover million society no either.,footwear,98.0,Merrell,3.7,Saudi Arabia
Rain Boots,3060.32,Itself decade necessary accept get end southern.,footwear,22.0,ECCO,3.1,Germany
Snow Boots,2889.29,Goal yeah direction pass receive.,footwear,42.0,Birkenstock,1.6,United Kingdom
Desert Boots,2814.69,Discuss hand senior east water so.,footwear,84.0,Teva,4.0,Thailand
Kitten Heels,2307.74,Probably beyond south art find.,footwear,80.0,Under Armour,1.4,United States
Sneakers,536.12,Oil win grow ago hard.,footwear,75.0,Keen,3.0,South Korea
Cowboy Boots,4400.51,Give tough see painting indeed professor law.,footwear,60.0,Hunter,3.8,Canada
Rain Boots,3367.95,Language simply ground.,footwear,95.0,Salomon,1.9,Japan
Thigh-High Boots,2124.78,Much population phone these ball seek bill.,footwear,28.0,Steve Madden,3.4,United States
Chelsea Boots,1746.65,Realize practice their think party.,footwear,59.0,Toms,1.5,Greece
Clogs,4761.52,Group maybe low these half without before.,footwear,19.0,Vans,4.7,Canada
Loafers,1962.6,Top heavy pattern international respond institution.,footwear,10.0,Gucci,2.2,Chile
Snow Boots,938.23,Five cultural standard cut.,footwear,16.0,Chaco,4.8,Turkey
Block Heels,3871.35,Yard tough bill article sure.,footwear,38.0,Crocs,1.4,Israel
Hiking Boots,1557.41,Point herself have physical.,footwear,48.0,Gucci,3.7,Canada
Pumps,1417.65,Government job out situation.,footwear,100.0,Keen,4.2,Singapore
Block Heels,3998.78,Food successful bar.,footwear,7.0,Converse,1.5,United Arab Emirates
Combat Boots,1473.21,Popular finish leg new field writer bed.,footwear,44.0,Hunter,1.9,Italy
Desert Boots,2464.15,Strategy record too here economic great let.,footwear,5.0,Stuart Weitzman,3.9,Malaysia
Wedges,2422.9,For story hear.,footwear,37.0,Cole Haan,3.9,South Africa
Cowboy Boots,1248.96,Executive per government case drop then.,footwear,100.0,Keds,1.9,United Kingdom
Block Heels,4756.21,Next may sort once option candidate edge.,footwear,19.0,Merrell,3.3,Greece
Snow Boots,1374.06,Never know if newspaper probably activity win.,footwear,61.0,Keen,3.6,Italy
Running Shoes,2095.39,Method safe drive north national.,footwear,18.0,Puma,4.0,Malaysia
Thigh-High Boots,2669.93,Foot day moment value despite.,footwear,7.0,Under Armour,4.8,New Zealand
Ankle Boots,1504.11,Ever off meet explain help.,footwear,12.0,Merrell,2.7,Hungary
Knee-High Boots,1358.93,Both national pass after occur life energy.,footwear,39.0,Chaco,4.0,Spain
Dress Shoes,3611.25,Marriage style section wait daughter.,footwear,97.0,Reebok,4.4,Denmark
Mules,1818.14,Develop north special conference religious attack.,footwear,91.0,Crocs,3.4,Czech Republic
Athletic Shoes,3786.35,Rise machine between help.,footwear,75.0,UGG,2.0,Philippines
Dress Shoes,3225.09,Million prevent these face including amount or people.,footwear,54.0,Cole Haan,2.8,Hungary
Mules,3082.79,Thought face medical with receive.,footwear,60.0,Merrell,4.7,Greece
Desert Boots,3728.93,Center fly economy edge customer resource wear.,footwear,45.0,Teva,2.1,Malaysia
Snow Boots,3957.8,Product put where statement develop social clearly.,footwear,90.0,Vans,2.8,Malaysia
Sandals,4951.54,Case inside effort maintain so through know.,footwear,73.0,Clarks,3.7,United States
Dance Shoes,4432.78,Remain probably themselves agree.,footwear,46.0,Mizuno,3.8,Egypt
Flip Flops,2239.92,Run player student dream consider can.,footwear,91.0,Stuart Weitzman,3.2,India
Running Shoes,1829.72,Response send major receive.,footwear,98.0,Vans,1.2,Chile
Ankle Boots,1415.59,Over cover finally.,footwear,52.0,Hoka One One,2.2,China
Running Shoes,3017.46,Seven agent fall.,footwear,46.0,Jimmy Choo,1.3,Mexico
Slides,456.83,Protect individual minute especially chance production.,footwear,67.0,Hoka One One,2.0,Denmark
Espadrilles,2550.59,Reason training firm experience.,footwear,21.0,ECCO,3.1,Spain
Mary Janes,4921.4,Factor bed sea participant product door ever charge.,footwear,51.0,Keen,4.8,Singapore
Running Shoes,3431.61,Nice become perhaps.,footwear,60.0,Skechers,1.9,India
Clogs,4970.88,Week tough spring professional.,footwear,49.0,New Balance,4.2,Brazil
Derby Shoes,4115.83,Almost woman computer.,footwear,3.0,Clarks,4.9,Switzerland
Wedges,1315.12,Weight people draw may national fire.,footwear,43.0,Fila,3.3,Japan
Casual Shoes,4203.72,Common American close yet.,footwear,74.0,Sam Edelman,4.6,Czech Republic
Moccasins,4395.73,Room smile message.,footwear,74.0,Manolo Blahnik,3.0,Argentina
Running Shoes,4884.97,Sort foot and letter season experience sell.,footwear,61.0,Reebok,4.9,Norway
Platform Shoes,1754.13,Success once condition.,footwear,81.0,Under Armour,2.0,United Kingdom
Chukka Boots,753.52,Least they expect staff him become image.,footwear,50.0,Crocs,3.3,Indonesia
Wedges,3361.7,Charge cold paper remember allow official man.,footwear,38.0,Vans,2.1,France
Athletic Shoes,2914.5,Within not top themselves serve arm.,footwear,89.0,Vans,3.0,Romania
Mules,970.43,Would crime firm analysis military quickly Congress.,footwear,31.0,Clarks,4.6,Italy
Mary Janes,3247.55,Star firm suddenly mouth three blue community.,footwear,76.0,Hunter,3.0,Egypt
Work Boots,4196.19,From of scene than seek answer.,footwear,57.0,Adidas,2.3,India
Clogs,4647.37,Financial across speak throughout.,footwear,61.0,Stuart Weitzman,1.2,Belgium
Mules,284.45,Skin human send month room share executive.,footwear,46.0,Sperry,3.1,Switzerland
Clogs,3948.2,Network because physical himself study collection.,footwear,67.0,Timberland,4.0,Ireland
Derby Shoes,2776.71,Spend picture each different staff care next consider.,footwear,72.0,Nike,2.7,Malaysia
Loafers,2173.17,Read among almost girl past discover another interesting.,footwear,90.0,Saucony,1.9,Italy
Snow Boots,2655.22,Cold surface office prepare professor.,footwear,81.0,Hunter,1.3,India
Oxfords,3441.06,Surface page score trade TV wait modern.,footwear,70.0,Converse,1.6,Australia
Flip Flops,3273.36,Detail material reality responsibility wait meet.,footwear,82.0,Timberland,3.3,Malaysia
Snow Boots,2898.66,I cover hold edge.,footwear,69.0,Fila,3.7,Mexico
Clogs,1813.05,Land land difficult popular must attention performance particularly.,footwear,65.0,Steve Madden,4.0,South Africa
Pumps,4815.34,Stage director challenge oil everything everyone interest.,footwear,90.0,Brooks,2.4,Spain
Platform Shoes,3070.24,Month why build administration may effort.,footwear,24.0,Sam Edelman,3.9,Finland
Clogs,3693.41,White so add develop well suddenly.,footwear,91.0,Brooks,4.5,Peru
Flip Flops,1830.61,Toward rather question true idea.,footwear,2.0,Brooks,1.7,Belgium
Rain Boots,4321.39,Rock get cover leave.,footwear,1.0,Sperry,3.7,Czech Republic
Moccasins,4840.7,Hold since anyone wall PM information.,footwear,7.0,Puma,2.7,United States
Mules,340.06,Eight television red case evening painting third argue.,footwear,3.0,Vans,2.2,Japan
Combat Boots,4003.85,Huge effort value.,footwear,43.0,Merrell,2.5,Vietnam
Chukka Boots,2340.33,Moment blue conference hope successful specific.,footwear,13.0,Gucci,4.9,South Korea
Combat Boots,967.87,Beat adult he soon traditional situation.,footwear,79.0,Sam Edelman,1.1,South Korea
Ankle Boots,962.67,At often toward apply man forget activity.,footwear,72.0,Christian Louboutin,4.7,Indonesia
Knee-High Boots,2829.17,Really discussion once door fact standard culture.,footwear,61.0,Mizuno,2.7,South Korea
Dance Shoes,877.45,Mr form room book a.,footwear,48.0,Puma,2.7,Indonesia
Cowboy Boots,3682.7,Form plan many respond enter.,footwear,93.0,Timberland,4.5,Russia
Hiking Boots,1030.26,Every new under.,footwear,79.0,Sam Edelman,3.2,Romania
Pumps,608.53,Improve worry upon special artist.,footwear,44.0,Clarks,1.7,Belgium
Snow Boots,4183.9,Money section wonder dinner.,footwear,2.0,Hoka One One,4.7,Qatar
Cowboy Boots,3032.39,No forget party traditional around base.,footwear,46.0,Timberland,2.5,Qatar
Ballet Flats,832.81,Participant attorney but chance thing north interview.,footwear,45.0,Reebok,4.2,United States
Kitten Heels,1492.9,Floor join step agency girl box.,footwear,37.0,Skechers,1.6,Russia
Derby Shoes,2420.66,Increase democratic next skin story tonight my.,footwear,89.0,Birkenstock,4.1,Australia
Work Boots,3565.8,Now ask that structure.,footwear,11.0,Clarks,2.6,South Korea
Flip Flops,1957.62,Language others eye let future how.,footwear,91.0,Clarks,1.7,India
Platform Shoes,4790.7,Make hold product analysis.,footwear,29.0,Gucci,3.5,Brazil
Sandals,1978.71,Money direction democratic foreign picture never.,footwear,22.0,Jimmy Choo,4.3,Czech Republic
Derby Shoes,1903.28,Hold at whom business.,footwear,38.0,Keen,4.6,Israel
Oxfords,2805.33,Suggest whether car fire.,footwear,57.0,Timberland,3.0,Malaysia
Desert Boots,2548.04,Effort threat whole never whatever use represent.,footwear,61.0,Manolo Blahnik,4.8,Mexico
Combat Boots,407.92,Pattern idea fill either decision.,footwear,28.0,Toms,2.4,Poland
Clogs,2848.72,All light use interesting research small history.,footwear,44.0,Cole Haan,1.8,Thailand
Platform Shoes,3958.36,Along wrong oil face single itself.,footwear,63.0,Cole Haan,3.2,Israel
Brogues,3701.79,Staff stuff even amount seek agency wide court.,footwear,16.0,Adidas,3.5,United Kingdom
Stilettos,2467.26,Me continue lay hear weight learn.,footwear,92.0,Dr. Martens,1.2,Italy
Monk Straps,3579.82,His cup law total production speak will right.,footwear,38.0,Toms,3.2,Hungary
Oxfords,4478.98,Summer involve over south better wide instead.,footwear,99.0,Hunter,3.0,Ukraine
Cowboy Boots,1241.41,Course quickly family establish trouble act see.,footwear,63.0,Sam Edelman,4.3,Ukraine
Pumps,2289.72,Their financial lot.,footwear,23.0,Hoka One One,3.8,Netherlands
Sneakers,378.43,Evening six represent catch area fall.,footwear,38.0,Aldo,2.0,Mexico
Boat Shoes,4078.65,Local maybe we modern as race enough.,footwear,11.0,Reebok,3.4,Japan
Monk Straps,1575.34,Ask purpose activity.,footwear,61.0,Chaco,4.9,Canada
Knee-High Boots,3876.37,Pass build car.,footwear,50.0,Crocs,4.7,Belgium
Ankle Boots,1799.36,Recent break who town administration.,footwear,84.0,Reebok,4.7,Ireland
Boat Shoes,3274.73,Lay everything population include upon.,footwear,55.0,Toms,4.9,Czech Republic
Ankle Boots,4356.89,Sea her clearly water Congress eat.,footwear,90.0,Christian Louboutin,2.3,Colombia
Chukka Boots,284.98,Open ask bag order cut around.,footwear,69.0,Cole Haan,2.5,Poland
Desert Boots,1578.93,Turn sister yeah court example people ten.,footwear,65.0,Cole Haan,2.9,Saudi Arabia
Clogs,3780.49,Pull yourself citizen fund soldier.,footwear,76.0,Teva,3.8,Malaysia
Ankle Boots,2399.41,Career first wall even large because.,footwear,69.0,Clarks,4.7,Colombia
Slides,1701.3,Sport management training.,footwear,95.0,Keds,2.6,Finland
Ballet Flats,2283.43,Science however wall film accept.,footwear,78.0,Sam Edelman,4.7,Ireland
